,64,128,256,512,1024,2048
None,0.1108437558079727,0.12743449727435274,0.12060674609268644,0.1357968116301368,0.20724712846059434,0.15395536592117498
Classify,0.2450588373090804,0.3294478693389982,0.34243589020380144,0.38162543785076736,0.36645457969937784,0.5072230980779197
Retrieve,0.21990413879049084,0.2745303841645114,0.31265814610699344,0.3894095816663489,0.3842247332296647,0.36026987502231644
Summarize,0.25512383750360257,0.24822184772255612,0.45570391264889193,0.40589474895774824,0.4121707734955166,0.3879602031194737
